regionID,solarSystemID,solarSystemName,security
10000003,30000291,R-P7KL,-0.263981
10000003,30000292,2DWM-2,-0.204039
10000003,30000293,XF-PWO,-0.312208
10000003,30000294,1N-FJ8,-0.223295
10000003,30000295,VI2K-J,-0.131782
10000003,30000296,ZLZ-1Z,-0.171072
10000003,30000297,6Y-WRK,-0.15566
10000003,30000298,RVCZ-C,-0.142496
10000003,30000299,5T-KM3,-0.165974
10000003,30000300,LS9B-9,-0.19893
10000003,30000301,1-GBBP,-0.771742
10000003,30000302,C-FP70,-0.758771
10000003,30000303,T-ZWA1,-0.751692
10000003,30000304,ZA0L-U,-0.805105
10000003,30000305,G96R-F,-0.87333
10000003,30000306,Y-ZXIO,-0.900438
10000003,30000307,B-E3KQ,-0.25547
10000003,30000308,Y5J-EU,-0.218753
10000003,30000309,O-LR1H,-0.247164
10000003,30000310,G5ED-Y,-0.266606
10000003,30000311,BR-6XP,-0.247888
10000003,30000312,8-TFDX,-0.190766
10000003,30000313,UL-4ZW,-0.408137
10000003,30000314,A-QRQT,-0.127802
10000003,30000315,WMBZ-U,-0.086599
10000003,30000316,PX5-LR,-0.171644
10000003,30000317,A3-RQ3,-0.296284
10000003,30000318,9-GBPD,-0.159623
10000003,30000319,LS-JEP,-0.243477
10000003,30000320,R-RSZZ,-0.436439
10000003,30000321,MGAM-4,-0.575365
10000003,30000322,VORM-W,-0.558546
10000003,30000323,7G-H7D,-0.357808
10000003,30000324,Q3-BAY,-0.809914
10000003,30000325,JZV-F4,-0.852424
10000004,30000326,WF-1LM,-0.0019
10000004,30000327,D95-FQ,-0.000212
10000004,30000328,ZSPJ-K,-0.000276
10000004,30000329,U1F-86,-0.000553
10000004,30000330,T-P7A6,-0.001352
10000004,30000331,Y-T3JJ,-0.000881
10000004,30000332,F3R-IA,-0.001631
10000004,30000333,74-YTJ,-0.004054
10000004,30000334,8-RS3U,-0.000464
10000004,30000335,OVFN-N,-0.000594
10000004,30000336,1Q-BBM,-0.000489
10000004,30000337,WXNC-N,-0.000554
10000004,30000338,G-EA07,-0.001057
10000004,30000339,X-L6BO,-0.001317
10000004,30000340,D-PHUA,-0.000938
10000004,30000341,3-HXHQ,-0.002486
10000004,30000342,18A-NB,-0.001639
10000004,30000343,3-J5OQ,-0.000715
10000004,30000344,GYF-GD,-0.002092
10000004,30000345,W-6TS9,-0.000613
10000004,30000346,VIG-VR,-0.001785
10000004,30000347,KX-P5C,-0.001098
10000004,30000348,N-FJBK,-0.001239
10000004,30000349,2-4ZT5,-0.001436
10000004,30000350,NVN-6F,-0.001849
10000004,30000351,09-8TH,-0.002014
10000004,30000352,TI0-AX,-0.001735
10000004,30000353,7O-POM,-0.000104
10000004,30000354,L6Q-SX,-0.000158
10000004,30000355,BFJ-TB,-0.000255
10000004,30000356,ZZ7-L6,-0.000125
10000004,30000357,L-CHVW,-0.000104
10000004,30000358,X0LN-U,-0.000496
10000004,30000359,RQAE-M,-0.000333
10000004,30000360,7CO-SA,-0.000365
10000004,30000361,4G-E5A,-0.00078
10000004,30000362,A-VWK9,-0.000224
10000004,30000363,JQHP-4,-0.000165
10000004,30000364,6Q5K-5,-0.000253
10000004,30000365,P-MVFP,-0.000172
10000004,30000366,J-Z1UW,-0.000939
10000004,30000367,W477-P,-0.000332
10000004,30000368,NQ1-BL,-0.00077
10000004,30000369,K7A-G8,-0.000665
10000004,30000370,HP-PMX,-0.00046
10000004,30000371,6BN-K9,-0.00041
10000004,30000372,WLE-PY,-0.000818
10000004,30000373,EH-HXW,-0.00034
10000004,30000374,OS-RR3,-0.000635
10000004,30000375,V4-GZL,-0.000244
10000004,30000376,4C-Z91,-0.001621
10000004,30000377,RU-97T,-1.0
10000004,30000378,1S-1V7,-0.000898
10000004,30000379,PE1-R1,-0.002211
10000004,30000380,Polaris,-0.000633
10000004,30000381,JB-007,-0.001171
10000004,30000382,USJ2-M,-0.000198
10000004,30000383,7M-RAL,-0.000266
10000004,30000384,LPBU-U,-0.000175
10000004,30000385,RF-342,-0.000157
10000004,30000386,J2V-XY,-0.000298
10000004,30000387,Z-JBTR,-9e-05
10000004,30000388,S-QNXH,-0.000128
10000004,30000389,S94-X8,-0.000204
10000004,30000390,J-YQEC,-0.000331
10000004,30000391,8MX-OR,-0.000437
10000004,30000392,97YC-C,-0.000498
10000004,30000393,V-AMD5,-0.000506
10000004,30000394,U-JC8X,-0.00021
10000004,30000395,1HH3-E,-7.1e-05
10000004,30000396,DUIU-Q,-5e-05
10000004,30000397,LQH0-H,-3.1e-05
10000004,30000398,FRW3-2,-3.7e-05
10000004,30000399,9MX-1C,-4.2e-05
10000004,30000400,IED-4U,-5.5e-05
10000004,30000401,N-9EOQ,-3.1e-05
10000004,30000402,6F3-TK,-9.4e-05
10000004,30000403,2E0P-2,-5.3e-05
10000004,30000404,U-ITH5,-4.6e-05
10000004,30000405,N-4G5L,-7.7e-05
10000004,30000406,RB-2EA,-4.2e-05
10000004,30000407,ZK5-42,-0.000125
10000004,30000408,YRZ-E4,-1.3e-05
10000004,30000409,A3-PAT,-1.5e-05
10000004,30000410,H55-2R,-1.4e-05
10000004,30000411,P6-DBM,-1.9e-05
10000004,30000412,9XI-0X,-1.1e-05
10000004,30000413,Q8T-MC,-8e-06
10000004,30000414,Z-YOJ9,-0.001513
10000004,30000415,4T4B-L,-0.001954
10000004,30000416,F-JB3H,-0.003766
10000004,30000417,XBO7-F,-0.00424
10000004,30000418,FI-449,-0.004284
10000004,30000419,UA7-U4,-0.005921
10000004,30000420,VM-QFU,-5e-06
10000004,30000421,PU-1Z8,-5e-06
10000004,30000422,IEZW-V,-3e-06
10000004,30000423,B-DXO9,-2e-06
10000004,30000424,1TS-WN,-1e-06
10000004,30000425,16-31U,-1e-06
10000004,30000426,H472-N,-1e-06
10000004,30000427,U8MM-3,-8e-06
10000004,30000428,3C-26I,-9e-06
10000004,30000429,9K-VDI,-5e-06
10000004,30000430,L-SDU7,-1.7e-05
10000004,30000431,4-IPWK,-9e-06
10000004,30000432,Q-KCK3,-1.7e-05
10000005,30000433,WU-FHQ,-0.260691
10000005,30000434,V-4DBR,-0.322565
10000005,30000435,B-5UFY,-0.401422
10000005,30000436,SK42-F,-0.315869
10000005,30000437,EU9-J3,-0.25102
10000005,30000438,PQRE-W,-0.620413
10000005,30000439,OEG-K9,-0.798487
10000005,30000440,0-W778,-0.217466
10000005,30000441,DG-8VJ,-0.352587
10000005,30000442,5J4K-9,-0.201572
10000005,30000443,MD-0AW,-0.199543
10000005,30000444,H-FGJO,-0.205113
10000005,30000445,1KAW-T,-0.402475
10000005,30000446,C5-SUU,-0.509026
10000005,30000447,XSUD-1,-0.337033
10000005,30000448,3-LJW3,-0.615269
10000005,30000449,ZLO3-V,-0.585749
10000005,30000450,P7MI-T,-0.404885
10000005,30000451,JFV-ID,-0.355765
10000005,30000452,3-3EZB,-0.507582
10000005,30000453,52CW-6,-0.458595
10000005,30000454,9-OUGJ,-0.360652
10000005,30000455,4NDT-W,-0.333607
10000005,30000456,GR-X26,-0.323718
10000005,30000457,6OU9-U,-0.315986
10000005,30000458,9N-0HF,-0.262374
10000005,30000459,U-OVFR,-0.309952
10000005,30000460,G3D-ZT,-0.335146
10000005,30000461,D-0UI0,-0.323092
10000005,30000462,L8-WNE,-0.437693
10000005,30000463,1-GBVE,-0.437498
10000005,30000464,GC-LTF,-0.264347
10000005,30000465,NB-ALM,-0.458769
10000005,30000466,LT-XI4,-0.244602
10000005,30000467,L-QQ6P,-0.35182
10000005,30000468,5OJ-G2,-0.469137
10000005,30000469,9-02G0,-0.474947
10000005,30000470,XA5-TY,-0.530378
10000005,30000471,M-XUZZ,-0.459449
10000005,30000472,OFVH-Y,-0.300379
10000005,30000473,2-X0PF,-0.377709
10000005,30000474,1-PGSG,-0.496553
10000005,30000475,QLPX-J,-0.278878
10000005,30000476,A-C5TC,-0.241472
10000005,30000477,RZ-PIY,-0.230585
10000005,30000478,FR46-E,-0.269145
10000005,30000479,SLVP-D,-0.572055
10000005,30000480,0-G8NO,-0.686598
10000005,30000481,QRFJ-Q,-0.52733
10000005,30000482,HZFJ-M,-0.714063
10000005,30000483,77S8-E,-0.819774
10000005,30000484,FMH-OV,-0.901115
10000005,30000485,TYB-69,-0.336896
10000005,30000486,EDQG-L,-0.21422
10000005,30000487,7-P1JO,-0.248771
10000005,30000488,T-0JWP,-0.238096
10000005,30000489,J-L9MA,-0.238463
10000005,30000490,DX-TAR,-0.235248
10000005,30000491,A-7XFN,-0.232001
10000005,30000492,O3-4MN,-0.252721
10000005,30000493,U-MFTL,-0.309553
10000005,30000494,8FN-GP,-0.511652
10000005,30000495,FIDY-8,-0.515209
10000005,30000496,X40H-9,-0.622517
10000005,30000497,F2W-C6,-0.709616
10000005,30000498,KZ9T-C,-0.77167
10000005,30000499,XW2H-V,-0.865577
10000005,30000500,F9O-U9,-0.169433
10000005,30000501,S-51XG,-0.14265
10000005,30000502,E-1XVP,-0.210391
10000005,30000503,E-ACV6,-0.15587
10000005,30000504,BOZ1-O,-0.152751
10000005,30000505,QIMO-2,-0.154503
10000005,30000506,Z-2Y2Y,-0.152473
10000005,30000507,Q0J-RH,-0.135172
10000005,30000508,SAI-T9,-0.306624
10000005,30000509,IAS-I5,-0.393201
10000005,30000510,K7S-FF,-0.336389
10000005,30000511,RT-9WL,-0.500871
10000005,30000512,O5Q7-U,-0.602105
10000005,30000513,62O-UE,-0.563763
10000005,30000514,U0W-DR,-0.244208
10000005,30000515,SY-UWN,-0.179213
10000005,30000516,DX-DFJ,-0.273561
10000005,30000517,X-31TE,-0.201282
10000005,30000518,DVWV-3,-0.362885
10000005,30000519,KE-0FB,-0.248539
10000005,30000520,I-9GI1,-0.201412
10000005,30000521,W6P-7U,-0.32279
10000005,30000522,0IF-26,-0.396336
10000005,30000523,H-93YV,-0.327532
10000005,30000524,E51-JE,-0.280103
10000005,30000525,7-A6XV,-0.452059
10000005,30000526,QXE-1N,-0.347631
10000005,30000527,U69-YC,-0.516499
10000005,30000528,L-L7PE,-0.559378
10000006,30000529,MKIG-5,-0.221997
10000006,30000530,YHEN-G,-0.199527
10000006,30000531,E-JCUS,-0.215627
10000006,30000532,W-QN5X,-0.272211
10000006,30000533,LP1M-Q,-0.243383
10000006,30000534,30-YOU,-0.266421
10000006,30000535,384-IN,-0.204379
10000006,30000536,4F89-U,-0.245349
10000006,30000537,G063-U,-0.295999
10000006,30000538,J7-BDX,-0.411093
10000006,30000539,MLQ-O9,-0.196437
10000006,30000540,L-FM3P,-0.170869
10000006,30000541,X-ARMF,-0.089626
10000006,30000542,8-OZU1,-0.180334
10000006,30000543,0TYR-T,-0.155502
10000006,30000544,GM-50Y,-0.166767
10000006,30000545,G9L-LP,-0.147849
10000006,30000546,MWA-5Q,-0.307662
10000006,30000547,H-HHTH,-0.421542
10000006,30000548,JQU-KY,-0.267341
10000006,30000549,UY5A-D,-0.404798
10000006,30000550,C-62I5,-0.117561
10000006,30000551,ZH-GKG,-0.125268
10000006,30000552,GPLB-C,-0.254697
10000006,30000553,GGE-5Q,-0.486731
10000006,30000554,5E-CMA,-0.420426
10000006,30000555,U104-3,-0.266764
10000006,30000556,M3-KAQ,-0.315805
10000006,30000557,6-L4YC,-0.241496
10000006,30000558,UM-SCG,-0.305073
10000006,30000559,F-3FOY,-0.412804
10000006,30000560,OAIG-0,-0.347397
10000006,30000561,UZ-QXW,-0.484818
10000006,30000562,5DE-QS,-0.373028
10000006,30000563,R0-DMM,-0.46858
10000006,30000564,5Q65-4,-0.620508
10000006,30000565,SR-4EK,-0.338158
10000006,30000566,0RI-OV,-0.294006
10000006,30000567,C-LTXS,-0.287824
10000006,30000568,C0O6-K,-0.296788
10000006,30000569,HD-AJ7,-0.313302
10000006,30000570,G9NE-B,-0.329905
10000006,30000571,SJJ-4F,-0.246615
10000006,30000572,F-QQ5N,-0.650523
10000006,30000573,1-7B6D,-0.692394
10000006,30000574,H6-EYX,-0.726284
10000006,30000575,U-HVIX,-0.661921
10000006,30000576,4-EFLU,-0.522806
10000006,30000577,EIH-IU,-0.600942
10000006,30000578,F-EM4Q,-0.429629
10000006,30000579,1L-OEK,-0.66466
10000006,30000580,MN-Q26,-0.510912
10000006,30000581,5H-SM2,-0.71086
10000006,30000582,4-OS2A,-0.595196
10000006,30000583,YI-GV6,-0.640814
10000006,30000584,SO-X5L,-0.703325
10000006,30000585,XQS-GZ,-0.551312
10000006,30000586,Q-GQHN,-0.528576
10000006,30000587,A-4JOO,-0.196029
10000006,30000588,TP7-KE,-0.326929
10000006,30000589,R4N-LD,-0.261495
10000006,30000590,3Q-VZA,-0.249902
10000006,30000591,M-MBRT,-0.239291
10000006,30000592,HPBE-D,-0.291605
10000006,30000593,GRHS-B,-0.458119
10000006,30000594,J-RXYN,-0.458729
10000006,30000595,DUO-51,-0.473003
10000006,30000596,07-SLO,-0.397503
10000006,30000597,Z-A8FS,-0.542356
10000006,30000598,GPD5-0,-0.305684
10000006,30000599,LKZ-CY,-0.449541
10000006,30000600,F5M-CC,-0.386747
10000006,30000601,TZE-UB,-0.32393
10000006,30000602,WRL4-2,-0.409574
10000006,30000603,V7G-RL,-0.441294
10000006,30000604,XEN7-0,-0.186493
10000006,30000605,L-Z9KJ,-0.346744
10000006,30000606,7K-NSE,-0.28626
10000006,30000607,OR-7N5,-0.298069
10000006,30000608,JEQG-7,-0.286209
10000006,30000609,5NQI-E,-0.249721
10000006,30000610,B-WQDP,-0.342153
10000007,30000611,2-2EWC,-0.107095
10000007,30000612,E1W-TB,-0.193337
10000007,30000613,D-6H64,-0.063389
10000007,30000614,8-BIE3,-0.076095
10000007,30000615,LMM7-L,-0.193262
10000007,30000616,995-3G,-0.08702
10000007,30000617,W2T-TR,-0.050263
10000007,30000618,Q-UEN6,-0.055487
10000007,30000619,BLMX-B,-0.032301
10000007,30000620,M-CNUD,-0.043403
10000007,30000621,YE1-9S,-0.050546
10000007,30000622,IVP-KA,-0.063088
10000007,30000623,04EI-U,-0.077273
10000007,30000624,B-T6BT,-0.901097
10000007,30000625,VK-A5G,-0.560812
10000007,30000626,I6-SYN,-0.349317
10000007,30000627,O-5TN1,-0.404479
10000007,30000628,8-SPNN,-0.952164
10000007,30000629,U-QMOA,-0.309791
10000007,30000630,4S0-NP,-0.082603
10000007,30000631,K-RMI5,-0.100321
10000007,30000632,C-6YHJ,-0.129395
10000007,30000633,M53-1V,-0.192103
10000007,30000634,E5T-CS,-0.197199
10000007,30000635,W4C8-Q,-0.272163
10000007,30000636,I-2705,-0.090673
10000007,30000637,5F-MG1,-0.31499
10000007,30000638,P7-45V,-0.338579
10000007,30000639,M-MCP8,-0.385715
10000007,30000640,JZ-B5Y,-0.388956
10000007,30000641,TPG-DD,-0.303575
10000007,30000642,NIF-JE,-0.615064
10000007,30000643,BTLH-I,-0.629151
10000007,30000644,U93O-A,-0.842993
10000007,30000645,0LY-W1,-0.550039
10000007,30000646,4YO-QK,-0.90613
10000007,30000647,LJ-RJK,-0.882818
10000007,30000648,8-VC6H,-1.0
10000007,30000649,LQ-01M,-0.579555
10000007,30000650,NG-M8K,-0.909782
10000007,30000651,RV5-TT,-0.372366
10000007,30000652,8OYE-Z,-0.534491
10000007,30000653,K85Y-6,-1.0
10000007,30000654,PKN-NJ,-0.260633
10000008,30000655,EIN-QG,-0.108887
10000008,30000656,ARG-3R,-0.042807
10000008,30000657,S-E6ES,-0.11165
10000008,30000658,R-3FBU,-0.057463
10000008,30000659,K7-LDX,-0.113026
10000008,30000660,U-IVGH,-0.105291
10000008,30000661,P-N5N9,-0.031552
10000008,30000662,JMH-PT,-0.216491
10000008,30000663,DE-A7P,-0.472823
10000008,30000664,X9V-15,-0.316254
10000008,30000665,K212-A,-0.064987
10000008,30000666,F-5FDA,-0.046801
10000008,30000667,S1-XTL,-0.106255
10000008,30000668,9PX2-F,-0.065101
10000008,30000669,N3-JBX,-0.128505
10000008,30000670,SG-75T,-0.29188
10000008,30000671,GN-PDU,-0.090296
10000008,30000672,AZ3F-N,-0.078889
10000008,30000673,RNM-Y6,-0.181347
10000008,30000674,V-KDY2,-0.234868
10000008,30000675,FYD-TO,-0.026482
10000008,30000676,ER2O-Y,-0.042766
10000008,30000677,J2-PZ6,-0.331339
10000008,30000678,XV-MWG,-0.414539
10000008,30000679,OAQY-M,-0.527079
10000008,30000680,1V-LI2,-0.428577
10000008,30000681,M9-MLR,-0.39652
10000008,30000682,Q-K2T7,-0.458182
10000008,30000683,LBC-AW,-0.597489
10000008,30000684,2-KPW6,-0.563305
10000008,30000685,H5N-V7,-0.242428
10000008,30000686,HQ-Q1Q,-0.161667
