npcStationID,systemID,regionID,securityStatus,npcStationName
60000115,30005003,10000064,0.423686,Adirain V - Moon 4 - CBD Corporation Storage
60000118,30005004,10000064,0.669496,Attyn V - Moon 2 - CBD Corporation Storage
60000121,30005007,10000064,0.373263,Lisbaetanne I - CBD Corporation Storage
60000124,30005001,10000064,0.8,Arnon XII - CBD Corporation Storage
60000127,30005001,10000064,0.8,Arnon X - Moon 8 - CBD Corporation Storage
60000130,30004250,10000054,0.478673,Chibi VI - Moon 13 - CBD Corporation Storage
60000133,30004253,10000054,0.751878,Pahineh VII - Moon 9 - CBD Corporation Storage
60000136,30004249,10000054,0.68935,Avada II - CBD Corporation Storage
60000139,30004248,10000054,0.498555,Haimeh IX - Moon 4 - CBD Corporation Storage
60000142,30004250,10000054,0.478673,Chibi VIII - Moon 21 - CBD Corporation Storage
60000145,30004248,10000054,0.498555,Haimeh II - CBD Corporation Storage
60000148,30002513,10000030,0.478756,Dammalin VI - CBD Corporation Storage
60000151,30002517,10000030,0.376794,Gulmorogod VI - Moon 4 - CBD Corporation Storage
60000154,30002515,10000030,0.438684,Olfeim V - Moon 3 - CBD Corporation Storage
60000157,30002517,10000030,0.376794,Gulmorogod VIII - Moon 25 - CBD Corporation Storage
60000160,30002512,10000030,0.558836,Alakgur VIII - Moon 2 - CBD Corporation Storage
60000163,30002512,10000030,0.558836,Alakgur IX - Moon 9 - CBD Corporation Storage
60000166,30004295,10000054,0.472105,Keba II - CBD Corporation Storage
60000169,30004293,10000054,0.383267,Pserz VIII - Moon 3 - CBD Corporation Storage
60000172,30004292,10000054,0.2755,Soza XII - Moon 14 - CBD Corporation Storage
60000175,30004293,10000054,0.383267,Pserz XII - Moon 4 - CBD Corporation Storage
60000178,30004289,10000054,0.228142,Vaini III - CBD Corporation Storage
60000181,30004295,10000054,0.472105,Keba IX - Moon 1 - CBD Corporation Storage
60000184,30001673,10000020,0.939664,Shesha III - CBD Corporation Storage
60000187,30001674,10000020,0.891444,Hilaban VI - Moon 1 - CBD Corporation Storage
60000190,30001674,10000020,0.891444,Hilaban IV - Moon 5 - CBD Corporation Storage
60000193,30001674,10000020,0.891444,Hilaban III - Moon 3 - CBD Corporation Storage
60000196,30001669,10000020,0.684396,Pimebeka VIII - Moon 9 - CBD Corporation Storage
60000199,30001674,10000020,0.891444,Hilaban VIII - Moon 1 - CBD Corporation Storage
60000202,30005032,10000065,0.340894,Khabara VII - Moon 15 - CBD Corporation Storage
60000205,30005031,10000065,0.351497,Nebian II - CBD Corporation Storage
60000208,30005035,10000065,0.438171,Ami V - Moon 1 - CBD Corporation Storage
60000211,30005035,10000065,0.438171,Ami VI - CBD Corporation Storage
60000214,30005030,10000065,0.396833,Fensi VI - Moon 10 - CBD Corporation Storage
60000217,30005035,10000065,0.438171,Ami VII - Moon 1 - CBD Corporation Storage
60000220,30001729,10000020,0.729366,Sinid VI - CBD Corporation Storage
60000223,30001732,10000020,0.867339,Zith IX - Moon 2 - CBD Corporation Storage
60000226,30001731,10000020,0.833348,Ilas V - Moon 1 - CBD Corporation Storage
60000229,30001733,10000020,0.949794,Tew IX - Moon 9 - CBD Corporation Storage
60000232,30001729,10000020,0.729366,Sinid VI - Moon 2 - CBD Corporation Storage
60000235,30001731,10000020,0.833348,Ilas VII - Moon 10 - CBD Corporation Storage
60000238,30004102,10000052,0.909281,Inis-Ilix V - CBD Corporation Storage
60000241,30004099,10000052,0.773736,Sonama VI - Moon 12 - CBD Corporation Storage
60000244,30004102,10000052,0.909281,Inis-Ilix IV - Moon 1 - CBD Corporation Storage
60000247,30004099,10000052,0.773736,Sonama VII - Moon 5 - CBD Corporation Storage
60000250,30004103,10000052,0.647333,Kothe X - Moon 6 - CBD Corporation Storage
60000253,30004101,10000052,0.869107,Suner VII - Moon 16 - CBD Corporation Storage
60000256,30001399,10000016,0.665783,Elonaya X - Moon 22 - CBD Corporation Storage
60000259,30001401,10000016,0.508041,Nonni VI - CBD Corporation Storage
60000262,30001401,10000016,0.508041,Nonni IV - CBD Corporation Storage
60000265,30001403,10000016,0.741152,Piak II - Moon 3 - CBD Corporation Storage
60000268,30001401,10000016,0.508041,Nonni III - CBD Corporation Storage
60000271,30001399,10000016,0.665783,Elonaya X - Moon 11 - CBD Corporation Storage
60000274,30000149,10000002,0.699187,Gekutami V - Moon 1 - Prompt Delivery Storage
60000277,30000148,10000002,0.743252,Jakanerva III - Moon 15 - Prompt Delivery Storage
60000280,30000149,10000002,0.699187,Gekutami VII - Moon 3 - Prompt Delivery Storage
60000283,30000120,10000002,0.633706,Mitsolen IV - Moon 9 - Prompt Delivery Storage
60000286,30000121,10000002,0.637428,Jatate III - Moon 10 - Prompt Delivery Storage
60000289,30000121,10000002,0.637428,Jatate IV - Moon 17 - Prompt Delivery Storage
60000292,30000126,10000002,0.650146,Geras IX - Moon 7 - Prompt Delivery Storage
60000295,30000130,10000002,0.874585,Shihuken VII - Moon 10 - Prompt Delivery Storage
60000298,30000129,10000002,0.945965,Unpas VIII - Moon 11 - Prompt Delivery Storage
60000301,30000188,10000002,0.566958,Hentogaira III - Moon 6 - Prompt Delivery Storage
60000304,30000188,10000002,0.566958,Hentogaira IV - Prompt Delivery Storage
60000307,30000189,10000002,0.528522,Kiainti IX - Moon 8 - Prompt Delivery Storage
60000310,30001399,10000016,0.665783,Elonaya X - Moon 21 - Ytiri Storage
60000313,30001403,10000016,0.741152,Piak IV - Moon 22 - Ytiri Storage
60000316,30001403,10000016,0.741152,Piak III - Moon 19 - Ytiri Storage
60000319,30001398,10000016,0.44779,Aunenen VII - Moon 1 - Ytiri Storage
60000322,30002744,10000033,0.819648,Auviken V - Moon 6 - Ytiri Storage
60000325,30002746,10000033,0.816639,Oijamon III - Moon 12 - Ytiri Storage
60000328,30002748,10000033,0.57134,Jeras VII - Moon 15 - Ytiri Storage
60000331,30002748,10000033,0.57134,Jeras VII - Moon 1 - Ytiri Storage
60000334,30001386,10000016,0.549477,Saatuban IX - Moon 1 - Ytiri Storage
60000337,30001387,10000016,0.677701,Isikano VIII - Moon 7 - Ytiri Storage
60000340,30001391,10000016,0.50597,Piekura VII - Moon 1 - Ytiri Storage
60000343,30001387,10000016,0.677701,Isikano VII - Moon 5 - Ytiri Storage
60000346,30001370,10000016,0.693806,Ouranienen IV - Ytiri Storage
60000349,30001373,10000016,0.453233,Raussinen X - Moon 3 - Ytiri Storage
60000352,30001368,10000016,0.605931,Uemisaisen VIII - Moon 10 - Ytiri Storage
60000355,30001372,10000070,-1.0,Kino VII - Moon 13 - Perun Clade Porevitium Vault
60000358,30000144,10000002,0.949,Perimeter VI - Ytiri Storage
60000361,30000142,10000002,0.945913,Jita IV - Moon 6 - Ytiri Storage
60000364,30000142,10000002,0.945913,Jita V - Moon 14 - Ytiri Storage
60000367,30000139,10000002,0.949,Urlen VII - Moon 8 - Ytiri Storage
60000370,30001379,10000016,0.885312,Tunttaras IX - Moon 11 - Ytiri Storage
60000373,30001374,10000016,0.843816,Iidoken VI - Moon 8 - Ytiri Storage
60000376,30001376,10000016,0.816557,Nourvukaiken VII - Moon 18 - Ytiri Storage
60000379,30001375,10000016,0.769323,Tsuguwa IV - Moon 15 - Ytiri Storage
60000382,30000192,10000070,-1.0,Otanuomi IV - Moon 5 - Perun Clade Bioadaptation Chambers
60000385,30000193,10000002,0.500279,Vouskiaho IV - Moon 1 - Ytiri Storage
60000388,30000193,10000002,0.500279,Vouskiaho VI - Moon 14 - Ytiri Storage
60000391,30000192,10000070,-1.0,Otanuomi VI - Moon 9 - The Convocation of Triglav Proving Complex
60000394,30000138,10000002,0.949,Ikuchi VI - Moon 15 - Ytiri Storage
60000397,30000136,10000002,0.663811,Ohmahailen IV - Moon 2 - Ytiri Storage
60000400,30000133,10000002,0.949,Hirtamon VI - Moon 6 - Ytiri Storage
60000403,30000138,10000002,0.949,Ikuchi VI - Moon 6 - Ytiri Storage
60000406,30002766,10000033,0.737108,Iivinen X - Moon 2 - Ytiri Storage
60000409,30002764,10000033,0.941061,Hatakani VIII - Moon 17 - Ytiri Storage
60000412,30002764,10000033,0.941061,Hatakani VIII - Moon 11 - Ytiri Storage
60000415,30002766,10000033,0.737108,Iivinen VIII - Moon 8 - Ytiri Storage
60000418,30002818,10000033,0.847664,Oichiya VII - Moon 6 - Ytiri Storage
60000421,30002816,10000033,0.893457,Saila VII - Moon 15 - Ytiri Storage
60000424,30002817,10000033,0.489789,Aramachi II - Moon 2 - Ytiri Storage
60000427,30002815,10000033,0.803999,Isenairos VII - Moon 4 - Ytiri Storage
60000430,30002801,10000033,0.729161,Suroken VII - Moon 2 - Hyasyoda Corporation Mineral Reserve
60000433,30002802,10000033,0.8473,Kusomonmon VI - Moon 4 - Hyasyoda Corporation Mining Outpost
60000436,30002802,10000033,0.8473,Kusomonmon IV - Moon 4 - Hyasyoda Corporation Mining Outpost
60000439,30002804,10000033,0.670042,Isikesu IV - Moon 14 - Hyasyoda Corporation Mining Outpost
60000442,30002804,10000033,0.670042,Isikesu IV - Moon 7 - Hyasyoda Corporation Mineral Reserve
60000445,30002802,10000033,0.8473,Kusomonmon VI - Moon 24 - Hyasyoda Corporation Mining Outpost
60000448,30000139,10000002,0.949,Urlen VII - Moon 6 - Hyasyoda Corporation Refinery
60000451,30000142,10000002,0.945913,Jita IV - Moon 6 - Hyasyoda Corporation Refinery
60000454,30000143,10000002,0.949,Niyabainen VIII - Moon 16 - Hyasyoda Corporation Mineral Reserve
60000457,30000143,10000002,0.949,Niyabainen IX - Moon 21 - Hyasyoda Corporation Mining Outpost
60000460,30000143,10000002,0.949,Niyabainen IX - Moon 8 - Hyasyoda Corporation Mineral Reserve
60000463,30000142,10000002,0.945913,Jita VI - Hyasyoda Corporation Refinery
60000466,30001409,10000016,0.561301,Umokka X - Moon 21 - Hyasyoda Corporation Mining Outpost
60000469,30001409,10000016,0.561301,Umokka VI - Moon 2 - Hyasyoda Corporation Mining Outpost
60000472,30001408,10000016,0.780765,Ruvas VI - Moon 10 - Hyasyoda Corporation Refinery
60000475,30001404,10000016,0.851633,Airkio IX - Moon 14 - Hyasyoda Corporation Mineral Reserve
60000478,30001409,10000016,0.561301,Umokka VII - Moon 9 - Hyasyoda Corporation Mining Outpost
60000481,30001404,10000016,0.851633,Airkio IX - Moon 1 - Hyasyoda Corporation Mineral Reserve
60000484,30000204,10000002,0.384887,Ohkunen V - Moon 19 - Hyasyoda Corporation Mining Outpost
60000487,30000206,10000070,-1.0,Wirashoda VII - Moon 5 - Veles Clade Mutaplasmid Farm
60000490,30000206,10000070,-1.0,Wirashoda V - Veles Clade Extractive Terminus
60000493,30000203,10000002,0.417261,Eruka V - Moon 5 - Hyasyoda Corporation Mining Outpost
60000496,30000201,10000002,0.474179,Uchoshi XI - Moon 12 - Hyasyoda Corporation Mineral Reserve
60000499,30000203,10000002,0.417261,Eruka VIII - Moon 18 - Hyasyoda Corporation Mining Outpost
60000502,30000147,10000002,0.625298,Abagawa IV - Moon 2 - Hyasyoda Corporation Mineral Reserve
60000505,30000148,10000002,0.743252,Jakanerva IV - Moon 4 - Hyasyoda Corporation Refinery
60000508,30000149,10000002,0.699187,Gekutami III - Hyasyoda Corporation Refinery
60000511,30000149,10000002,0.699187,Gekutami V - Hyasyoda Corporation Mineral Reserve
60000514,30000152,10000002,0.541327,Hampinen V - Moon 1 - Hyasyoda Corporation Mineral Reserve
60000517,30000148,10000002,0.743252,Jakanerva II - Moon 13 - Hyasyoda Corporation Refinery
60000520,30000184,10000002,0.483909,Uminas IV - Moon 1 - Hyasyoda Corporation Mining Outpost
60000523,30000183,10000002,0.761306,Nuken VII - Moon 20 - Hyasyoda Corporation Mining Outpost
60000526,30000187,10000002,0.561774,Wuos V - Moon 1 - Hyasyoda Corporation Mining Outpost
60000529,30000185,10000002,0.503992,Airaken VI - Moon 3 - Hyasyoda Corporation Mineral Reserve
60000532,30000184,10000002,0.483909,Uminas VI - Moon 6 - Hyasyoda Corporation Mining Outpost
60000535,30000180,10000002,0.680264,Osmon IV - Moon 4 - Hyasyoda Corporation Mineral Reserve
60000538,30002764,10000033,0.941061,Hatakani VI - Moon 5 - Hyasyoda Corporation Refinery
60000541,30002764,10000033,0.941061,Hatakani VI - Moon 4 - Hyasyoda Corporation Refinery
60000544,30002766,10000033,0.737108,Iivinen X - Moon 10 - Hyasyoda Corporation Mineral Reserve
60000547,30002763,10000033,0.91903,Tennen VIII - Moon 4 - Hyasyoda Corporation Refinery
60000550,30002763,10000033,0.91903,Tennen VIII - Moon 13 - Hyasyoda Corporation Mineral Reserve
60000553,30002766,10000033,0.737108,Iivinen X - Moon 5 - Hyasyoda Corporation Mining Outpost
60000556,30002797,10000070,-1.0,Kaunokka IV - Veles Clade Semiosis Theater
60000559,30002797,10000070,-1.0,Kaunokka II - Moon 1 - Veles Clade Mutaplasmid Farm
60000562,30002799,10000033,0.533575,Oisio III - Moon 1 - Hyasyoda Corporation Refinery
60000565,30002798,10000033,0.611822,Venilen VIII - Moon 3 - Hyasyoda Corporation Mining Outpost
60000568,30002798,10000033,0.611822,Venilen VIII - Moon 8 - Hyasyoda Corporation Mining Outpost
60000571,30002798,10000033,0.611822,Venilen XI - Moon 14 - Hyasyoda Corporation Mining Outpost
60000574,30000193,10000002,0.500279,Vouskiaho III - Hyasyoda Corporation Mineral Reserve
60000577,30000189,10000002,0.528522,Kiainti VI - Moon 1 - Hyasyoda Corporation Refinery
60000580,30000193,10000002,0.500279,Vouskiaho VI - Moon 15 - Hyasyoda Corporation Mineral Reserve
60000583,30000192,10000070,-1.0,Otanuomi VI - Moon 7 - Perun Clade Extractive Terminus
60000586,30000192,10000070,-1.0,Otanuomi V - Moon 16 - Perun Clade Mutaplasmid Farm
60000589,30000193,10000002,0.500279,Vouskiaho VIII - Moon 17 - Hyasyoda Corporation Refinery
60000592,30001356,10000016,0.398268,Dantumi IV - Moon 19 - Hyasyoda Corporation Mineral Reserve
60000595,30001360,10000016,0.51856,Kiskoken I - Hyasyoda Corporation Mining Outpost
60000598,30001358,10000016,0.530137,Ossa VII - Moon 5 - Hyasyoda Corporation Mineral Reserve
60000601,30001356,10000016,0.398268,Dantumi III - Hyasyoda Corporation Refinery
60000604,30001360,10000016,0.51856,Kiskoken VII - Moon 2 - Hyasyoda Corporation Mining Outpost
60000607,30001357,10000016,0.560299,Antiainen I - Hyasyoda Corporation Refinery
60000610,30002775,10000033,0.778535,Paara I - Deep Core Mining Inc. Mining Outpost
60000613,30002779,10000033,0.794424,Ono V - Moon 2 - Deep Core Mining Inc. Mining Outpost
60000616,30002779,10000033,0.794424,Ono VI - Moon 6 - Deep Core Mining Inc. Mining Outpost
60000619,30002802,10000033,0.8473,Kusomonmon V - Moon 14 - Deep Core Mining Inc. Mining Outpost
60000622,30002800,10000033,0.609266,Haatomo VI - Moon 16 - Deep Core Mining Inc. Refinery
60000625,30002802,10000033,0.8473,Kusomonmon V - Moon 20 - Deep Core Mining Inc. Mining Outpost
60000628,30002797,10000070,-1.0,Kaunokka VI - Moon 1 - Veles Clade Extractive Terminus
60000631,30002794,10000033,0.50122,Yria II - Moon 11 - Deep Core Mining Inc. Refinery
60000634,30002797,10000070,-1.0,Kaunokka III - Moon 1 - Veles Clade Extractive Terminus
60000637,30002773,10000033,0.557445,Hogimo V - Moon 11 - Deep Core Mining Inc. Mining Outpost
60000640,30002773,10000033,0.557445,Hogimo IV - Deep Core Mining Inc. Mining Outpost
60000643,30002773,10000033,0.557445,Hogimo V - Moon 16 - Deep Core Mining Inc. Mining Outpost
60000646,30000152,10000002,0.541327,Hampinen V - Poksu Mineral Group Mining Outpost
60000649,30000146,10000002,0.65244,Saisio VIII - Moon 16 - Poksu Mineral Group Mineral Reserve
60000652,30000149,10000002,0.699187,Gekutami VI - Poksu Mineral Group Mineral Reserve
60000655,30000152,10000002,0.541327,Hampinen VII - Moon 11 - Poksu Mineral Group Refinery
60000658,30002786,10000033,0.602213,Ikao VIII - Moon 1 - Poksu Mineral Group Mineral Reserve
60000661,30002787,10000033,0.534684,Waira VIII - Moon 17 - Poksu Mineral Group Mineral Reserve
60000664,30002784,10000033,0.813315,Tintoh VI - Moon 1 - Poksu Mineral Group Mining Outpost
60000667,30002786,10000033,0.602213,Ikao VIII - Poksu Mineral Group Mineral Reserve
60000670,30002802,10000033,0.8473,Kusomonmon VI - Moon 20 - Poksu Mineral Group Mining Outpost
60000673,30002805,10000033,0.712756,Anttiri III - Poksu Mineral Group Mineral Reserve
60000676,30002805,10000033,0.712756,Anttiri V - Moon 18 - Poksu Mineral Group Mineral Reserve
60000679,30002801,10000033,0.729161,Suroken X - Moon 1 - Poksu Mineral Group Refinery
60000682,30000145,10000002,0.949,New Caldari Prime - Moon 1 - Poksu Mineral Group Mineral Reserve
60000685,30000144,10000002,0.949,Perimeter VII - Poksu Mineral Group Mineral Reserve
60000688,30000145,10000002,0.949,New Caldari I (Matigu) - Poksu Mineral Group Mineral Reserve
60000691,30000143,10000002,0.949,Niyabainen VII - Moon 2 - Poksu Mineral Group Mineral Reserve
60000694,30002812,10000033,0.303626,Tannolen VIII - Moon 14 - Poksu Mineral Group Mining Outpost
60000697,30002808,10000033,0.39809,Oto VIII - Moon 6 - Poksu Mineral Group Mining Outpost
60000700,30002810,10000033,0.324033,Eranakko III - Moon 6 - Poksu Mineral Group Mineral Reserve
60000703,30002806,10000033,0.335829,Hasmijaala X - Moon 1 - Poksu Mineral Group Refinery
60000706,30001372,10000070,-1.0,Kino V - Moon 3 - Perun Clade Semiosis Theater
60000709,30001369,10000016,0.51257,Sotrentaira VI - Moon 11 - Poksu Mineral Group Mineral Reserve
60000712,30001372,10000070,-1.0,Kino IV - Moon 12 - Perun Clade Extractive Terminus
60000715,30001373,10000016,0.453233,Raussinen IX - Moon 13 - Poksu Mineral Group Mining Outpost
60000718,30002815,10000033,0.803999,Isenairos VI - Poksu Mineral Group Mineral Reserve
60000721,30002819,10000033,0.872794,Motsu VI - Moon 13 - Poksu Mineral Group Mining Outpost
60000724,30002817,10000033,0.489789,Aramachi VII - Moon 8 - Poksu Mineral Group Mining Outpost
60000727,30002817,10000033,0.489789,Aramachi VI - Moon 6 - Poksu Mineral Group Mining Outpost
60000730,30001401,10000016,0.508041,Nonni III - Poksu Mineral Group Refinery
60000733,30001400,10000016,0.489405,Litiura VII - Moon 4 - Poksu Mineral Group Mineral Reserve
60000736,30001403,10000016,0.741152,Piak III - Moon 6 - Poksu Mineral Group Mineral Reserve
60000739,30001403,10000016,0.741152,Piak II - Poksu Mineral Group Refinery
60000742,30002773,10000033,0.557445,Hogimo V - Moon 7 - Poksu Mineral Group Mining Outpost
60000745,30002773,10000033,0.557445,Hogimo V - Moon 9 - Poksu Mineral Group Mining Outpost
60000748,30002774,10000033,0.572713,Huttaken VI - Moon 2 - Poksu Mineral Group Mineral Reserve
60000751,30002769,10000033,0.448785,Enderailen V - Poksu Mineral Group Refinery
60000754,30001362,10000016,0.842495,Veisto V - Moon 4 - Poksu Mineral Group Refinery
60000757,30001362,10000016,0.842495,Veisto V - Moon 5 - Poksu Mineral Group Refinery
60000760,30001364,10000016,0.858976,Funtanainen V - Poksu Mineral Group Mineral Reserve
60000763,30001363,10000016,0.841025,Sobaseki XIII - Moon 3 - Poksu Mineral Group Mineral Reserve
60000766,30001394,10000016,0.770922,Korama VI - Moon 10 - Minedrill Mining Outpost
60000769,30001397,10000016,0.560588,Isseras IV - Moon 1 - Minedrill Mineral Reserve
60000772,30001396,10000016,0.66223,Aakari I - Minedrill Refinery
60000775,30001418,10000016,0.645797,Aikantoh III - Minedrill Mining Outpost
60000778,30001418,10000016,0.645797,Aikantoh III - Moon 2 - Minedrill Mining Outpost
60000781,30001418,10000016,0.645797,Aikantoh VI - Moon 2 - Minedrill Mining Outpost
60000784,30000188,10000002,0.566958,Hentogaira I - Moon 13 - Minedrill Mineral Reserve
60000787,30000190,10000002,0.493712,Vasala VI - Moon 10 - Minedrill Refinery
60000790,30000188,10000002,0.566958,Hentogaira II - Moon 6 - Minedrill Refinery
60000793,30002802,10000033,0.8473,Kusomonmon IV - Moon 2 - Minedrill Mining Outpost
60000796,30002802,10000033,0.8473,Kusomonmon IV - Moon 6 - Minedrill Mining Outpost
60000799,30002803,10000033,0.621322,Juunigaishi XI - Moon 3 - Minedrill Refinery
60000802,30001432,10000016,0.523532,Uesuro II - Moon 1 - Minedrill Refinery
60000805,30001436,10000016,0.357089,Isie V - Minedrill Mining Outpost
60000808,30001433,10000016,0.450911,Oishami VII - Moon 12 - Minedrill Mining Outpost
60000811,30001404,10000016,0.851633,Airkio IX - Minedrill Refinery
60000814,30001404,10000016,0.851633,Airkio III - Moon 1 - Minedrill Mineral Reserve
60000817,30001409,10000016,0.561301,Umokka X - Moon 12 - Minedrill Mining Outpost
60000820,30001448,10000016,0.296379,Hakonen IX - Moon 16 - Minedrill Refinery
60000823,30001443,10000016,0.528345,Vuorrassi IV - Moon 2 - Minedrill Mineral Reserve
60000826,30001447,10000016,0.328332,Taisy III - Minedrill Refinery
60000829,30002819,10000033,0.872794,Motsu III - Minedrill Mineral Reserve
60000832,30002817,10000033,0.489789,Aramachi V - Moon 1 - Minedrill Mining Outpost
60000835,30002817,10000033,0.489789,Aramachi VI - Moon 4 - Minedrill Mining Outpost
60000838,30001367,10000016,0.604188,Hageken X - Moon 9 - Minedrill Mineral Reserve
60000841,30001365,10000016,0.780999,Isikemi IV - Moon 3 - Minedrill Mineral Reserve
60000844,30001363,10000016,0.841025,Sobaseki VI - Minedrill Mineral Reserve
60000847,30002808,10000033,0.39809,Oto VIII - Moon 4 - Minedrill Mining Outpost
60000850,30002806,10000033,0.335829,Hasmijaala VIII - Moon 4 - Minedrill Mineral Reserve
60000853,30002812,10000033,0.303626,Tannolen VI - Moon 7 - Minedrill Mining Outpost
60000856,30002800,10000033,0.609266,Haatomo VI - Moon 1 - Caldari Provisions Warehouse
60000859,30002802,10000033,0.8473,Kusomonmon VI - Moon 6 - Caldari Provisions Plantation
60000862,30002801,10000033,0.729161,Suroken XI - Caldari Provisions Plantation
60000865,30002803,10000033,0.621322,Juunigaishi X - Moon 3 - Caldari Provisions Food Packaging
60000868,30000184,10000002,0.483909,Uminas V - Moon 3 - Caldari Provisions Plantation
60000871,30000184,10000002,0.483909,Uminas VI - Moon 7 - Caldari Provisions Plantation
60000874,30000181,10000002,0.643166,Korsiki IV - Moon 16 - Caldari Provisions Food Packaging
60000877,30000183,10000002,0.761306,Nuken VI - Moon 12 - Caldari Provisions Plantation
60000880,30002781,10000033,0.658938,Halaima VII - Moon 6 - Caldari Provisions Warehouse
60000883,30002783,10000033,0.668238,Sankkasen VII - Moon 4 - Caldari Provisions Plantation
60000886,30002787,10000033,0.534684,Waira VIII - Moon 15 - Caldari Provisions Food Packaging
60000889,30002787,10000033,0.534684,Waira V - Moon 1 - Caldari Provisions Food Packaging
60000892,30001363,10000016,0.841025,Sobaseki X - Moon 15 - Caldari Provisions Warehouse
60000895,30001363,10000016,0.841025,Sobaseki IX - Moon 9 - Caldari Provisions Food Packaging
60000898,30001367,10000016,0.604188,Hageken X - Moon 20 - Caldari Provisions Warehouse
60000901,30001364,10000016,0.858976,Funtanainen II - Caldari Provisions Warehouse
60000904,30000177,10000002,0.64512,Ukkalen VII - Moon 1 - Caldari Provisions Plantation
60000907,30000175,10000002,0.634221,Soshin VII - Moon 4 - Caldari Provisions Plantation
60000910,30000177,10000002,0.64512,Ukkalen IV - Moon 1 - Caldari Provisions Plantation
60000913,30000174,10000002,0.740427,Onuse VII - Moon 21 - Caldari Provisions Plantation
60000916,30000162,10000002,0.440715,Maila VI - Moon 2 - Caldari Provisions Plantation
60000919,30000159,10000002,0.532008,Ikami VI - Moon 13 - Caldari Provisions Food Packaging
60000922,30000163,10000002,0.324625,Akora IX - Moon 12 - Caldari Provisions Plantation
60000925,30000162,10000002,0.440715,Maila IV - Caldari Provisions Warehouse
60000928,30002792,10000033,0.520267,Irjunen VI - Caldari Provisions Food Packaging
60000931,30002789,10000033,0.779169,Kaaputenen III - Moon 7 - Caldari Provisions Plantation
60000934,30002793,10000033,0.462497,Inari IX - Moon 7 - Caldari Provisions Plantation
60000937,30002789,10000033,0.779169,Kaaputenen V - Moon 16 - Caldari Provisions Plantation
60000940,30001424,10000016,0.801226,Haajinen XII - Moon 9 - Caldari Provisions Food Packaging
60000943,30001424,10000016,0.801226,Haajinen XII - Moon 19 - Caldari Provisions Food Packaging
60000946,30001429,10000016,0.519668,Torrinos V - Moon 10 - Caldari Provisions Food Packaging
60000949,30001426,10000016,0.725113,Isinokka VI - Moon 7 - Caldari Provisions Warehouse
